imdb.id,award.institution,imdb.event.id,award.imdb.year,awards.nom.win,award,award.category,award.person,imdb.name.id
tt1815782,Berlin International Film Festival,ev0000091,2012,Nominee,Crystal Bear,Generation 14plus - Best Film,Ella Lemhagen,nm0501281
tt1815782,Guldbagge Awards,ev0000307,2012,Winner,Guldbagge,Best Costume Design (Bästa kostym),Moa Li Lemhagen Schalin,nm0501282
tt1815782,Guldbagge Awards,ev0000307,2012,Winner,Guldbagge,Best Set Design (Bästa scenografi),Roger Rosenberg,nm0742321
tt1815782,Guldbagge Awards,ev0000307,2012,Winner,Guldbagge,Best Visual Effects (Bästa visuella effekter),Håkan Blomdahl,nm1874610
tt1815782,Guldbagge Awards,ev0000307,2012,Winner,Guldbagge,Best Visual Effects (Bästa visuella effekter),Tor-Bjorn Olsson,nm1150330
tt1815782,Guldbagge Awards,ev0000307,2012,Nominee,Guldbagge,Best Music (Bästa musik),Fredrik Emilson,nm1122260
tt1815782,HARPA Nordic Film Composers Award,ev0003503,2012,Winner,HARPA Nordic Film Composers Award,Best Music,Fredrik Emilson,nm1122260
tt1815790,Ale Kino! - International Young Audience Film Festival,ev0000745,2011,Winner,Special Mention by the Jury,,Sahim Omar Kalifa,nm4262147
tt1815790,Ale Kino! - International Young Audience Film Festival,ev0000745,2011,Winner,Special Mention by the Jury,,A Team Productions,co0293701
tt1815790,Berlin International Film Festival,ev0000091,2011,Winner,Deutsches Kinderhilfswerk - Special Award,Best Short Film,Sahim Omar Kalifa,nm4262147
tt1815790,Busan International Short Film Festival,ev0002622,2011,Winner,Festival Prize,Best Short Film,Sahim Omar Kalifa,nm4262147
tt1815790,Busan International Short Film Festival,ev0002622,2011,Winner,Festival Prize,Best Short Film,A Team Productions,co0293701
tt1815790,Busan International Short Film Festival,ev0002622,2011,Winner,Festival Prize,,Sahim Omar Kalifa,nm4262147
tt1815790,Busan International Short Film Festival,ev0002622,2011,Winner,Festival Prize,,A Team Productions,co0293701
tt1815790,Chicago International Film Festival,ev0000165,2012,Nominee,Gold Hugo,Best Short Film,Sahim Omar Kalifa,nm4262147
tt1815790,Dubai International Film Festival,ev0001565,2011,Nominee,Muhr Arab Award,Short,Sahim Omar Kalifa,nm4262147
tt1815790,Hong Kong Asian Film Festival,ev0002488,2011,Winner,Grand Prize Jury Award,,Sahim Omar Kalifa,nm4262147
tt1815790,Hong Kong Asian Film Festival,ev0002488,2011,Winner,Grand Prize Jury Award,,A Team Productions,co0293701
tt1815799,"César Awards, France",ev0000157,2012,Nominee,César,Best Original Music (Meilleure musique originale),Alex Beaupain,nm1180763
tt1815799,"Lumiere Awards, France",ev0000865,2012,Nominee,Lumiere Award,Best Actress (Meilleure comédienne),Catherine Deneuve,nm0000366
tt1815799,"Lumiere Awards, France",ev0000865,2012,Nominee,Lumiere Award,Best Actress (Meilleure comédienne),Chiara Mastroianni,nm0557859
tt1816518,"Academy Awards, USA",ev0000003,2014,Nominee,Oscar,Best Animated Feature Film of the Year,Benjamin Renner,nm2883649
tt1816518,"Academy Awards, USA",ev0000003,2014,Nominee,Oscar,Best Animated Feature Film of the Year,Didier Brunner,nm0116369
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Character Animation in a Feature Production,Patrick Imbert,nm1348707
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Directing in an Animated Feature Production,Benjamin Renner,nm2883649
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Directing in an Animated Feature Production,Vincent Patar,nm0665262
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Directing in an Animated Feature Production,Stéphane Aubier,nm0041334
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Writing in an Animated Feature Production,Daniel Pennac,nm0672032
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Editorial in an Animated Feature Production,Fabienne Alvarez-Giro,nm0023341
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Production Design in an Animated Feature Production,Zaza,nm6128058
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Outstanding Achievement in Production Design in an Animated Feature Production,Zyk,nm5204796
tt1816518,Annie Awards,ev0000032,2014,Nominee,Annie,Best Animated Feature,,
tt1816518,Cannes Film Festival,ev0000147,2012,Winner,SACD Prize (Directors' Fortnight) - Special Mention,,Stéphane Aubier,nm0041334
tt1816518,Cannes Film Festival,ev0000147,2012,Winner,SACD Prize (Directors' Fortnight) - Special Mention,,Vincent Patar,nm0665262
tt1816518,Cannes Film Festival,ev0000147,2012,Winner,SACD Prize (Directors' Fortnight) - Special Mention,,Benjamin Renner,nm2883649
tt1816518,Cannes Film Festival,ev0000147,2012,Nominee,C.I.C.A.E. Award,,Stéphane Aubier,nm0041334
tt1816518,Cannes Film Festival,ev0000147,2012,Nominee,C.I.C.A.E. Award,,Vincent Patar,nm0665262
tt1816518,Cannes Film Festival,ev0000147,2012,Nominee,C.I.C.A.E. Award,,Benjamin Renner,nm2883649
tt1816518,Cinekid,ev0000736,2011,Winner,Cinekid Film Award,International Film,Benjamin Renner,nm2883649
tt1816518,Cinekid,ev0000736,2011,Winner,Cinekid Film Award,International Film,Stéphane Aubier,nm0041334
tt1816518,Cinekid,ev0000736,2011,Winner,Cinekid Film Award,International Film,Vincent Patar,nm0665262
tt1816518,"César Awards, France",ev0000157,2013,Winner,César,Best Animated Film (Meilleur film d'animation),Benjamin Renner,nm2883649
tt1816518,"César Awards, France",ev0000157,2013,Winner,César,Best Animated Film (Meilleur film d'animation),Vincent Patar,nm0665262
tt1816518,"César Awards, France",ev0000157,2013,Winner,César,Best Animated Film (Meilleur film d'animation),Stéphane Aubier,nm0041334
tt1816518,"César Awards, France",ev0000157,2013,Winner,César,Best Animated Film (Meilleur film d'animation),Didier Brunner,nm0116369
tt1816518,"César Awards, France",ev0000157,2013,Winner,César,Best Animated Film (Meilleur film d'animation),Henri Magalon,nm1436417
tt1816518,Dubai International Film Festival,ev0001565,2012,Winner,People's Choice Award,,Benjamin Renner,nm2883649
tt1816518,Dubai International Film Festival,ev0001565,2012,Winner,People's Choice Award,,Vincent Patar,nm0665262
tt1816518,Dubai International Film Festival,ev0001565,2012,Winner,People's Choice Award,,Stéphane Aubier,nm0041334
tt1816518,Gold Derby Awards,ev0003547,2014,Nominee,Gold Derby Award,Animated Feature,Stéphane Aubier,nm0041334
tt1816518,Gold Derby Awards,ev0003547,2014,Nominee,Gold Derby Award,Animated Feature,Vincent Patar,nm0665262
tt1816518,Gold Derby Awards,ev0003547,2014,Nominee,Gold Derby Award,Animated Feature,Benjamin Renner,nm2883649
tt1816518,Golden Trailer Awards,ev0000907,2014,Winner,Golden Trailer,Best Foreign Animation/Family Trailer,GKIDS,co0255038
tt1816518,Golden Trailer Awards,ev0000907,2014,Winner,Golden Trailer,Best Foreign Animation/Family Trailer,Zealot Productions,co0260903
tt1816518,International Cinephile Society Awards,ev0001892,2014,Winner,ICS Award,Best Animated Film,,
tt1816518,International Online Cinema Awards (INOCA),ev0003084,2014,Nominee,INOCA,Best Animated Feature,Stéphane Aubier,nm0041334
tt1816518,International Online Cinema Awards (INOCA),ev0003084,2014,Nominee,INOCA,Best Animated Feature,Vincent Patar,nm0665262
tt1816518,International Online Cinema Awards (INOCA),ev0003084,2014,Nominee,INOCA,Best Animated Feature,Benjamin Renner,nm2883649
tt1816518,Los Angeles Film Critics Association Awards,ev0000407,2013,Winner,LAFCA Award,Best Animation,Stéphane Aubier,nm0041334
tt1816518,Los Angeles Film Critics Association Awards,ev0000407,2013,Winner,LAFCA Award,Best Animation,Vincent Patar,nm0665262
tt1816518,Los Angeles Film Critics Association Awards,ev0000407,2013,Winner,LAFCA Award,Best Animation,Benjamin Renner,nm2883649
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Film (Meilleur film),Stéphane Aubier,nm0041334
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Film (Meilleur film),Vincent Patar,nm0665262
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Film (Meilleur film),Benjamin Renner,nm2883649
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Director (Meilleure réalisation),Stéphane Aubier,nm0041334
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Director (Meilleure réalisation),Vincent Patar,nm0665262
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Sound (Meilleur son),Emmanuel de Boissieu,nm1051806
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Sound (Meilleur son),Fred Demolder,nm0218611
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Sound (Meilleur son),Franco Piscopo,nm0685470
tt1816518,"Magritte Awards, Belgium",ev0001778,2014,Winner,Magritte Award,Best Sound (Meilleur son),Luc Thomas,nm0859182
tt1816518,"Motion Picture Sound Editors, USA",ev0000452,2014,Nominee,Golden Reel Award,"Best Sound Editing - Sound Effects, Foley, Dialogue and ADR in an Animation Feature Film",Fred Demolder,nm0218611
tt1816518,"Motion Picture Sound Editors, USA",ev0000452,2014,Nominee,Golden Reel Award,"Best Sound Editing - Sound Effects, Foley, Dialogue and ADR in an Animation Feature Film",Bertrand Boudaud,nm0099125
tt1816518,Munich Film Festival,ev0000454,2013,Winner,Kids Audience Award,,Benjamin Renner,nm2883649
tt1816518,Munich Film Festival,ev0000454,2013,Winner,Kids Audience Award,,Vincent Patar,nm0665262
tt1816518,Munich Film Festival,ev0000454,2013,Winner,Kids Audience Award,,Stéphane Aubier,nm0041334
tt1816518,"New York International Children's Film Festival, US",ev0001893,2013,Winner,Grand Prize Feature,,Benjamin Renner,nm2883649
tt1816518,Online Film & Television Association,ev0002704,2014,Nominee,OFTA Film Award,Best Animated Picture,Didier Brunner,nm0116369
tt1816518,Online Film & Television Association,ev0002704,2014,Nominee,OFTA Film Award,Best Animated Picture,Henri Magalon,nm1436417
tt1816518,Online Film & Television Association,ev0002704,2014,Nominee,OFTA Film Award,Best Animated Picture,Vincent Tavier,nm0851759
tt1816518,Portland International Film Festival,ev0000545,2014,Winner,Audience Award,Best Animated Feature,Stéphane Aubier,nm0041334
tt1816518,Portland International Film Festival,ev0000545,2014,Winner,Audience Award,Best Animated Feature,Vincent Patar,nm0665262
tt1816518,Portland International Film Festival,ev0000545,2014,Winner,Audience Award,Best Animated Feature,Benjamin Renner,nm2883649
tt1816518,Satellite Awards,ev0000296,2013,Nominee,Satellite Award,"Best Motion Picture, Animated or Mixed Media",,
tt1816518,Seattle Film Critics Awards,ev0000859,2015,Nominee,Seattle Film Critics Award,Best Animated Feature,Stéphane Aubier,nm0041334
tt1816518,Seattle Film Critics Awards,ev0000859,2015,Nominee,Seattle Film Critics Award,Best Animated Feature,Vincent Patar,nm0665262
tt1816518,Seattle Film Critics Awards,ev0000859,2015,Nominee,Seattle Film Critics Award,Best Animated Feature,Benjamin Renner,nm2883649
tt1816518,Seattle International Film Festival,ev0000600,2013,Winner,Films4Families Youth Jury Award,,Benjamin Renner,nm2883649
tt1816518,Seattle International Film Festival,ev0000600,2013,Winner,Films4Families Youth Jury Award,,Stéphane Aubier,nm0041334
tt1816518,Seattle International Film Festival,ev0000600,2013,Winner,Films4Families Youth Jury Award,,Vincent Patar,nm0665262
tt1816518,Village Voice Film Poll,ev0002738,2013,Nominee,VVFP Award,Best Animated Feature Film,,
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Lead Performance by a Female in a Feature Length Drama,Amanda Crew,nm1468739
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Feature Length Drama,Emily Alden,nm1602587
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Feature Length Drama,James Brown,nm3232321
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Feature Length Drama,Carl Bessai,nm0078762
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Feature Length Drama,Raven West Films Ltd.,co0143018
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Direction in a Feature Length Drama,Carl Bessai,nm0078762
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Direction in a Feature Length Drama,Raven West Films Ltd.,co0143018
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Picture Editing in a Feature Length Drama,Sabrina Pitre,nm2423302
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Musical Score in a Feature Length Drama,Daniel E. Moxon,nm2770634
tt1816642,Leo Awards,ev0000396,2012,Winner,Leo,Best Supporting Performance by a Male in a Feature Length Drama,Tom Scholte,nm0774633
tt1816642,Leo Awards,ev0000396,2012,Nominee,Leo,Best Lead Performance by a Male in a Feature Length Drama,Benjamin Ratner,nm0711838
tt1816642,Leo Awards,ev0000396,2012,Nominee,Leo,Best Supporting Performance by a Female in a Feature Length Drama,Camille Sullivan,nm0837992
tt1816642,Leo Awards,ev0000396,2012,Nominee,Leo,Best Supporting Performance by a Female in a Feature Length Drama,Leena Manro,nm2798350
tt1816642,Leo Awards,ev0000396,2012,Nominee,Leo,Best Supporting Performance by a Female in a Feature Length Drama,Gabrielle Rose,nm0741388
tt1816642,Leo Awards,ev0000396,2012,Nominee,Leo,Best Lead Performance by a Female in a Feature Length Drama,Kacey Rohl,nm3821782
tt1816642,Leo Awards,ev0000396,2012,Nominee,Leo,Best Lead Performance by a Female in a Feature Length Drama,Gabrielle Miller,nm0588364
tt1816642,"UBCP/ACTRA Awards, Vancouver",ev0002641,2012,Winner,UBCP Award,Best Actress,Camille Sullivan,nm0837992
tt1816642,"UBCP/ACTRA Awards, Vancouver",ev0002641,2012,Winner,UBCP Award,Best Newcomer,Kacey Rohl,nm3821782
tt1816642,"UBCP/ACTRA Awards, Vancouver",ev0002641,2012,Nominee,UBCP Award,Best Actress,Gabrielle Rose,nm0741388
tt1816642,Vancouver Film Critics Circle,ev0000866,2012,Nominee,VFCC Award,Best British Columbia Film,,
tt1817150,Berlin International Film Festival,ev0000091,2014,Winner,FIPRESCI Prize,Forum,Ayumi Sakamoto,nm3295568
tt1817150,Hong Kong International Film Festival,ev0000331,2014,Winner,Firebird Award - Special Mention,Young Cinema,Ayumi Sakamoto,nm3295568
tt1817150,Hong Kong International Film Festival,ev0000331,2014,Nominee,FIPRESCI Prize,,Ayumi Sakamoto,nm3295568
tt1817150,Hong Kong International Film Festival,ev0000331,2014,Nominee,Golden Firebird Award,Young Cinema,Ayumi Sakamoto,nm3295568
tt1817150,Olhar de Cinema - Curitiba International Film Festival,ev0003260,2014,Nominee,Olhar Award - Best Film,,Ayumi Sakamoto,nm3295568
tt1817150,Tokyo International Film Festival,ev0000655,2013,Winner,Japanese Cinema Splash Best Picture Award,,Ayumi Sakamoto,nm3295568
tt1817209,Bavarian Film Awards,ev0000085,2012,Winner,Bavarian Film Award,Best Cinematography (Kamerapreis),Hannes Hubach,nm0399117
tt1817209,Bavarian Film Awards,ev0000085,2012,Winner,Bavarian Film Award,Best Cinematography (Kamerapreis),Network Movie Film-und Fernsehproduktion,co0010270
tt1817209,Bavarian Film Awards,ev0000085,2012,Winner,Bavarian Film Award,Best Young Actress (Darstellernachwuchspreis),Jella Haase,nm3436464
tt1817209,Berlin International Film Festival,ev0000091,2011,Winner,Femina-Film-Prize,,Julia Brandes,nm3162003
tt1817209,German Film Critics Association Awards,ev0000787,2012,Winner,German Film Critics Award,Best Film Score (Beste Musik),Ingo Frenzel,nm0003139
tt1817209,Jupiter Award,ev0002256,2012,Nominee,Jupiter Award,Best German Actress,Jella Haase,nm3436464
tt1817209,Karlovy Vary International Film Festival,ev0000384,2011,Winner,Don Quijote Award - Special Mention,,Ziska Riemann,nm0726261
tt1817209,Karlovy Vary International Film Festival,ev0000384,2011,Nominee,Crystal Globe,,Ziska Riemann,nm0726261
tt1817209,"New Faces Awards, Germany",ev0001201,2011,Nominee,New Faces Award,Actress,Sarah Horvath,nm1417994
tt1817229,Berlin International Film Festival,ev0000091,2011,Winner,Golden Berlin Bear,Best Short Film,Chan-kyong Park,nm4265384
tt1817229,Berlin International Film Festival,ev0000091,2011,Winner,Golden Berlin Bear,Best Short Film,Chan-wook Park,nm0661791
tt1817287,Village Voice Film Poll,ev0002738,2013,Nominee,VVFP Award,Best Animated Feature Film,,
tt1817291,"Adolf Grimme Awards, Germany",ev0000008,2013,Winner,Adolf Grimme Award,Documentary/Cultural,Annekatrin Hendel,nm2582181
tt1820456,Berlin International Film Festival,ev0000091,2011,Winner,Berlin Today Award,,Kyoko Miyake,nm3525500
tt1820488,"Academy Awards, USA",ev0000003,2013,Nominee,Oscar,Best Foreign Language Film of the Year,,
tt1820488,Berlin International Film Festival,ev0000091,2012,Winner,Prize of the Ecumenical Jury - Special Mention,Competition,Kim Nguyen,nm1243740
tt1820488,Berlin International Film Festival,ev0000091,2012,Winner,Silver Berlin Bear,Best Actress,Rachel Mwanza,nm4557759
tt1820488,Berlin International Film Festival,ev0000091,2012,Nominee,Golden Berlin Bear,Best Film,Kim Nguyen,nm1243740
tt1820488,Black Reel Awards,ev0000957,2014,Winner,Black Reel,Outstanding Foreign Film,,
tt1820488,Cambridge Film Festival,ev0001376,2012,Winner,Audience Award,Best Film,Kim Nguyen,nm1243740
tt1820488,Camerimage,ev0000143,2012,Winner,Golden Frog,Main Competition,Nicolas Bolduc,nm0092839
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Best Motion Picture,Marie-Claude Poulin,nm1317447
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Best Motion Picture,Pierre Even,nm1570770
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Art Direction/Production Design,Josée Arsenault,nm0037515
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Art Direction/Production Design,Emmanuel Frechette,nm0292686
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Cinematography,Nicolas Bolduc,nm0092839
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Direction,Kim Nguyen,nm1243740
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Editing,Richard Comeau,nm0003518
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Overall Sound,Daniel Bisson,nm0084354
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Overall Sound,Bernard Gariépy Strobl,nm0307483
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Overall Sound,Claude La Haye,nm0478639
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Sound Editing,Jean-François Sauvé,nm0767177
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Sound Editing,Simon Meilleur,nm1038664
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Sound Editing,Martin Pinsonnault,nm0684554
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Achievement in Sound Editing,Claire Pochon,nm0687874
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Original Screenplay,Kim Nguyen,nm1243740
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Performance by an Actor in a Supporting Role,Serge Kanyinda,nm4557734
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Winner,Canadian Screen Award,Performance by an Actress in a Leading Role,Rachel Mwanza,nm4557759
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Nominee,Canadian Screen Award,Achievement in Costume Design,Éric Poirier,nm3123462
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Nominee,Canadian Screen Award,Achievement in Visual Effects,Eve Brunet,nm1531213
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Nominee,Canadian Screen Award,Achievement in Visual Effects,Marc Morissette,nm1550844
tt1820488,"Canadian Screen Awards, CA",ev0001872,2013,Nominee,Canadian Screen Award,Achievement in Visual Effects,Alexandra Vaillancourt,nm3696907
tt1820488,Chlotrudis Awards,ev0001128,2014,Nominee,Chlotrudis Award,Best Actress,Rachel Mwanza,nm4557759
tt1820488,Directors Guild of Canada,ev0000841,2013,Winner,DGC Craft Award,Production Design - Feature Film,Emmanuel Frechette,nm0292686
tt1820488,Directors Guild of Canada,ev0000841,2013,Nominee,DGC Team Award,Feature Film,Emmanuel Frechette,nm0292686
tt1820488,Film Independent Spirit Awards,ev0000349,2013,Nominee,Independent Spirit Award,Best International Film,Kim Nguyen,nm1243740
tt1820488,Hong Kong International Film Festival,ev0000331,2013,Nominee,SIGNIS Award,,Kim Nguyen,nm1243740
tt1820488,Image Awards (NAACP),ev0000345,2014,Winner,Image Award,Outstanding International Motion Picture,,
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Film (Meilleur Film),Pierre Even,nm1570770
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Film (Meilleur Film),Marie-Claude Poulin,nm1317447
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Film (Meilleur Film),Item 7,co0279402
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Direction (Meilleure Réalisation),Kim Nguyen,nm1243740
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Supporting Actor (Meilleur Acteur de Soutien),Serge Kanyinda,nm4557734
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Screenplay (Meilleur Scénario),Kim Nguyen,nm1243740
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Cinematography (Meilleure Direction de la Photographie),Nicolas Bolduc,nm0092839
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Sound (Meilleur Son),Claude La Haye,nm0478639
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Sound (Meilleur Son),Martin Pinsonnault,nm0684554
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Sound (Meilleur Son),Bernard Gariépy Strobl,nm0307483
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Editing (Meilleur Montage Image),Richard Comeau,nm0003518
tt1820488,Jutra Awards,ev0000381,2013,Winner,Jutra,Best Actress (Meilleure Actrice),Rachel Mwanza,nm4557759
tt1820488,Jutra Awards,ev0000381,2013,Nominee,Jutra,Best Costume Design (Meilleurs Costumes),Eric Poirier,nm1038082
tt1820488,Jutra Awards,ev0000381,2013,Nominee,Jutra,Best International Motion Picture (Film s'étant le plus illustré à l'extérieur du Québec),Kim Nguyen,nm1243740
tt1820488,Milwaukee Film Festival,ev0003201,2013,Winner,Festival Prize,Best Film,Kim Nguyen,nm1243740
tt1820488,"National Board of Review, USA",ev0000464,2012,Winner,NBR Award,Top Five Foreign Language Films,,
tt1820488,Satellite Awards,ev0000296,2012,Nominee,Satellite Award,"Best Motion Picture, International Film",,
tt1820488,Sitges - Catalonian International Film Festival,ev0000155,2012,Winner,New Visions Award,Best Motion Picture,Kim Nguyen,nm1243740
tt1820488,Tribeca Film Festival,ev0000894,2012,Winner,Jury Award,Best Narrative Feature,Kim Nguyen,nm1243740
tt1820488,Tribeca Film Festival,ev0000894,2012,Winner,Jury Award,Best Actress in a Narrative Feature,Rachel Mwanza,nm4557759
tt1820488,Vancouver Film Critics Circle,ev0000866,2013,Winner,VFCC Award,Best Film - Canadian,,
tt1820488,Vancouver Film Critics Circle,ev0000866,2013,Winner,VFCC Award,Best Actress in a Canadian Film,Rachel Mwanza,nm4557759
tt1820488,Vancouver Film Critics Circle,ev0000866,2013,Winner,VFCC Award,Best Supporting Actor in a Canadian Film,Serge Kanyinda,nm4557734
tt1820488,Vancouver International Film Festival,ev0000678,2012,Nominee,Best Canadian Feature Film,,Kim Nguyen,nm1243740
tt1820488,World Cinema Amsterdam,ev0003257,2012,Winner,World Cinema Amsterdam Audience Award,,Kim Nguyen,nm1243740
tt1820515,Maringa Film Festival,ev0002539,2011,Winner,Short Film Competition,Best Director (Melhor Diretor),Alexander Siqueira,nm2066720
tt1821389,Aspen Shortsfest,ev0000050,2011,Winner,Jury Award,Best Student Film,Saba Riazi,nm2676696
tt1821389,Clermont-Ferrand International Short Film Festival,ev0000184,2011,Winner,Special Mention of the Jury,International Competition,Saba Riazi,nm2676696
tt1821389,Los Angeles Film Festival,ev0001475,2011,Winner,Jury Prize,Best Narrative Short,Saba Riazi,nm2676696
tt1821389,Sundance Film Festival,ev0000631,2011,Nominee,Short Filmmaking Award,International,Saba Riazi,nm2676696
tt1821406,Anonimul International Independent Film Festival,ev0003115,2011,Winner,Anonimul Trophy,,Zuzana Liová,nm4272919
tt1821406,Bratislava International Film Festival,ev0000116,2011,Winner,Audience Award,Best Slovak Film,Zuzana Liová,nm4272919
tt1821406,British Film Institute Awards,ev0001534,2011,Nominee,Sutherland Trophy,,Zuzana Liová,nm4272919
tt1821406,Czech Lions,ev0000198,2012,Winner,Czech Lion,Best Supporting Actress (Zenský herecký výkon ve vedlejsí roli),Tatjana Medvecká,nm0575922
tt1821406,Czech Lions,ev0000198,2012,Nominee,Czech Lion,Best Actor (Muzský herecký výkon v hlavní roli),Miroslav Krobot,nm1716909
tt1821406,Molodist International Film Festival,ev0000444,2011,Nominee,Scythian Deer,Grand Prix,,
tt1821406,Palm Springs International Film Festival,ev0000521,2012,Winner,New Voices/New Visions Grand Jury Prize,,Zuzana Liová,nm4272919
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Picture (Najlepsi film),Vladimír Bednár,nm2734296
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Picture (Najlepsi film),Michal Kollar,nm3219657
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Picture (Najlepsi film),Walter Kraft,nm2905688
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Picture (Najlepsi film),Jaroslav Kucera,nm0473622
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Picture (Najlepsi film),Viktor Taus,nm0851544
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Leading Actor (Najlepsí muzsky herecky vykon v hlavnej ulohe),Miroslav Krobot,nm1716909
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Leading Actress (Najlepsí zensky herecky vykon v hlavnej ulohe),Judit Bárdos,nm2441138
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Supporting Actor (Najlepsí muzský herecký výkon vo vedlajsej úlohe),Marek Geisberg,nm3374027
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Supporting Actress (Najlepsí zenský herecký výkon vo vedlajsej úlohe),Tatjana Medvecká,nm0575922
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Winner,Sun in a Net,Best Screenplay (Najlepsi scenar),Zuzana Liová,nm4272919
tt1821406,"Sun in a Net Awards, Slovakia",ev0004514,2012,Nominee,Sun in a Net,Best Director (Najlepsia rezia),Zuzana Liová,nm4272919
